index,reduced_formula,e_hull_eV_per_atom,in_sample_sun
671,KAg3SbBr6,0.027889883,false
672,KAgSbBr3,0.036178822,false
673,K3Ag3Sb2Br11,0.011116964,false
674,K2AgSbBr4,0.067667104,false
675,KAg2SbBr7,-0.011895620,true
676,K4Ag2SbBr12,-0.022389109,true
677,KAg2(SbBr4)2,0.004914942,false
678,K2Ag(SbBr5)2,-0.020819412,true
679,K4Ag2SbBr9,0.035010923,false
680,KAg2SbBr4,0.055343183,false
681,KAgSbBr8,-0.021980919,true
682,K3Ag2SbBr9,-0.008324378,true
683,K2Ag2SbBr7,0.009736627,false
684,K2Ag2Sb2Br11,0.012817479,false
685,K4AgSb2Br13,-0.016920098,true
686,KAg3SbBr8,-0.021242789,true
687,K3Ag2(SbBr5)2,0.005393906,false
688,K6AgSbBr12,-0.023137018,true
689,K2Ag3SbBr12,-0.014628270,true
690,K4Ag3SbBr10,0.023665299,false
691,K2Ag3SbBr8,0.018606552,false
692,K2AgSbBr5,0.010475860,false
693,Rb3Ag2SbBr8,0.059722615,false
694,RbAg2SbBr6,0.037394933,false
695,Rb3Ag2SbBr9,0.011668491,false
696,Rb2AgSb2Br11,0.005650341,false
697,RbAg2SbBr8,-0.004589540,true
698,Rb2AgSbBr6,0.024594338,false
699,Rb2Ag3Sb2Br13,0.004930454,false
700,Rb2Ag(SbBr7)2,0.051003883,false
701,RbAgSbBr5,0.025798206,false
702,RbAg(SbBr4)2,0.015000898,false
703,Rb2Ag3(SbBr6)2,0.013750789,false
704,RbAgSbBr6,-0.006496490,true
705,RbAg2SbBr7,0.005751235,false
706,Rb2Ag(SbBr4)3,0.032497341,false
707,RbAg3(SbBr5)2,0.032612889,false
708,RbAgSbBr7,-0.033186351,true
709,Rb3Ag2(SbBr6)2,0.025517303,false
710,Rb2Ag2Sb3Br13,0.024344827,false
711,Rb2AgSbBr7,0.026815047,false
712,RbAgSbBr4,0.123446809,false
713,Rb2Ag2SbBr6,0.056265772,false
714,RbCuBiBr6,0.029727688,false
715,Rb2CuBiBr6,0.044055814,false
716,RbCu2BiBr8,0.041256335,false
717,Rb4CuBiBr12,-0.048181038,true
718,Rb3Cu2BiBr9,0.003203446,false
719,RbCu(BiBr4)2,0.044251114,false
720,Rb2Cu3Bi2Br13,0.029445763,false
721,Rb2Cu2BiBr6,0.065127692,false
722,RbCuBiBr5,0.015016626,false
723,Rb2Cu4BiBr12,0.022078536,false
724,RbCu2BiBr4,0.209573026,false
725,Rb2CuBiBr8,-0.005158241,true
726,RbCu3BiBr10,0.054621410,false
727,Rb3Cu3BiBr11,0.017023590,false
728,Rb3Cu2BiBr10,0.024897257,false
729,RbCu2BiBr6,0.006555479,false
730,RbCuBiBr4,0.083736485,false
731,Rb2CuBiBr5,0.085183974,false
732,RbCuBiBr3,0.153364216,false
733,Rb2Cu2(BiBr4)3,0.027920301,false
734,Rb3Cu2BiBr13,-0.025871162,true
735,Rb2Cu2BiBr9,0.028894914,false
736,RbCu3(BiBr5)2,0.031084362,false
737,Rb3Cu3(BiBr6)2,0.022375989,false
738,RbCu3(BiBr6)2,0.016540829,false
739,Rb3Cu2BiBr8,0.047654835,false
740,Rb2Cu3Bi2Br11,0.012896102,false
741,Rb3CuBi3Br13,0.026992778,false
742,RbCu2Bi2Br11,0.057476527,false
743,RbCu2Bi2Br9,0.034617251,false
744,Rb3Cu4BiBr12,0.000971859,false
745,Rb2Cu3(BiBr6)2,0.005229089,false
746,Rb2CuBiBr10,-0.042048470,true
747,Rb2Cu(BiBr4)2,0.059969571,false
748,RbCuBiBr8,-0.011302980,true
749,Rb4Cu3BiBr12,0.049284239,false
750,Rb2Cu2BiBr13,-0.012889562,true
751,RbCu4(BiBr4)3,0.070702062,false
752,Rb3Cu2Bi2Br13,0.029940250,false
753,Rb2CdBiBr6,0.008312816,false
754,RbCdBiBr7,-0.021663717,true
755,RbCd2BiBr8,0.044213927,false
756,RbCd2BiBr6,0.061793762,false
757,RbCdBiBr5,0.005972351,false
758,Rb2CdBiBr4,0.180917826,false
759,Rb3Cd2BiBr9,0.011929443,false
760,Rb4CdBiBr12,-0.046178319,true
761,Rb4Cd2BiBr11,0.078559546,false
762,RbCd2(BiBr6)2,0.030146331,false
763,RbCdBiBr4,0.088406744,false
764,Rb2Cd3BiBr10,0.003468970,false
765,RbCd(BiBr4)2,0.017074028,false
766,Rb3Cd3BiBr13,-0.021710762,true
767,RbCd2BiBr7,0.007307849,false
768,Rb2Cd3Bi2Br13,0.022178825,false
769,RbCdBiBr3,0.149686168,false
770,Rb2Cd2BiBr6,0.110926988,false
771,RbCd2(BiBr5)2,0.025205245,false
772,RbCd2BiBr10,-0.007722826,true
773,Rb2Cd(BiBr4)2,0.018508944,false
774,Rb2CdBiBr8,-0.010569622,true
775,Rb3Cd2Bi2Br13,0.055586418,false
776,Rb4Cd3BiBr12,0.004896956,false
777,Rb2Cd(BiBr5)2,0.031312289,false
778,Rb4Cd2BiBr13,0.001324885,false
779,Rb3Cd2BiBr8,0.053209749,false
780,Rb3Cd3(BiBr6)2,0.022751487,false
781,Rb2CdSbBr6,0.034193870,false
782,Rb4Cd2SbBr13,0.021812151,false
783,RbCd2SbBr8,0.032185335,false
784,Rb3Cd2SbBr9,0.022492499,false
785,Rb2Cd2SbBr9,0.037855755,false
786,Rb3Cd2Sb2Br13,0.031900018,false
787,Rb2CdSb2Br11,0.014111872,false
788,RbCd(SbBr4)2,0.010266994,false
789,RbCdSbBr5,0.030019252,false
790,Rb2Cd3Sb2Br13,0.041258239,false
791,Rb2CdSbBr4,0.227564286,false
792,Rb4Cd4SbBr11,0.068417079,false
793,Rb3Cd(SbBr6)2,0.006815978,false
794,Rb4Cd(SbBr6)2,0.040635994,false
795,Rb2CdSbBr5,0.114127758,false
796,RbCdSbBr4,0.168109386,false
797,RbCdSbBr8,-0.035297202,true
798,Rb3CdSb3Br13,0.010355535,false
799,Rb4CdSb2Br13,0.018337247,false
800,RbCd(SbBr5)2,0.004825574,false
801,RbHgBiBr6,0.016475467,false
802,Rb2HgBiBr6,0.041602787,false
803,RbHg2BiBr8,0.022037588,false
804,Rb3Hg2Bi2Br11,0.054817157,false
805,Rb2HgBiBr4,0.103305150,false
806,RbHg2BiBr6,0.054604242,false
807,Rb3Hg2BiBr10,-0.003380068,true
808,Rb4Hg2BiBr8,0.067369562,false
809,RbHgBiBr5,0.035079061,false
810,RbHg2BiBr4,0.089380072,false
811,Rb2Hg2BiBr9,0.004014177,false
812,Rb2HgBiBr8,-0.048606244,true
813,Rb3Hg3(BiBr6)2,0.055048713,false
814,RbHg(BiBr4)2,0.057155988,false
815,RbHgBiBr4,0.070052377,false
816,Rb4Hg3BiBr10,0.055987683,false
817,Rb2Hg2Bi3Br13,0.045892346,false
818,Rb3Hg3BiBr13,-0.025399212,true
819,Rb4Hg3BiBr12,0.015830287,false
820,RbHgBi2Br9,0.025669156,false
821,Rb2Hg2Bi2Br9,0.024287347,false
822,Rb4HgBiBr12,-0.052047573,true
823,Rb3Hg2BiBr9,0.043230365,false
824,RbHg3BiBr7,0.060512024,false
825,Rb2Hg3BiBr8,0.046183097,false
826,Rb2Hg2BiBr7,0.034375018,false
827,RbHg3(BiBr5)2,0.040110036,false
828,Rb2Hg2BiBr6,0.052472681,false
829,RbHgBiBr3,0.144506920,false
830,Rb2Hg2BiBr8,0.022520385,false
831,Rb2Hg3BiBr9,0.022837168,false
832,RbCd2Hg(BiBr6)2,0.034592693,false
833,RbCdHgBiBr8,0.046799540,false
834,Rb2CdHg2Bi2Br11,0.058426150,false
835,Rb2Cd2Hg2BiBr13,0.018255941,false
836,Rb2CdHg(BiBr6)2,0.018474949,false
837,Rb4Cd2HgBiBr12,0.044148506,false
838,RbCd(InBr3)2,0.029172819,false
839,Rb2CdInBr6,0.008635344,false
840,Rb5Cd2InBr10,0.004545446,false
841,RbCdIn2Br5,0.011465605,false
842,RbCd2InBr6,0.007148084,false
843,Rb2CdInBr5,-0.004992787,true
844,Rb2CdInBr4,0.041210326,false
845,Rb2Cd2InBr7,0.011092590,false
846,Rb3Cd(In2Br5)2,0.003200870,false
847,RbCdInBr4,0.020020229,false
848,RbCd(InBr4)2,0.002381130,false
849,Rb3Cd3(InBr5)2,0.000601414,false
850,RbCd2In4Br9,0.013065193,false
851,Rb3CdIn2Br9,0.024019867,false
852,Rb2CdIn4Br13,0.013332195,false
853,Rb2Cd(InBr3)2,0.014978500,false
854,Rb2CdInBr8,-0.006218995,true
855,Rb3CdIn3Br8,0.008785549,false
856,RbCd2In2Br11,0.045026200,false
857,Rb5Cd2InBr12,0.005187245,false
858,Rb3Cd2InBr9,0.009219383,false
859,RbCd2In3Br8,0.005302049,false
860,RbCd(InBr2)2,0.042938740,false
861,RbCdInBr3,0.050356290,false
862,Rb3Cd2In3Br10,0.012621518,false
863,Rb4CdIn3Br10,-0.004040558,true
864,Rb3Cd2InBr10,0.077069989,false
865,RbCd4In2Br13,0.048848677,false
866,RbCd2(InBr3)2,0.014641148,false
867,Rb2Cd(InBr5)2,0.049646305,false
868,RbCd2In2Br7,0.004408380,false
869,Rb4CdIn3Br8,0.034654283,false
870,Rb3Cd(InBr4)2,0.041530308,false
871,RbCd2(InBr5)2,0.022149819,false
872,Rb3Cd(InBr2)4,0.033704237,false
873,RbCdInBr7,0.059154119,false
874,Rb3Cd3(InBr6)2,0.030352216,false
875,Rb2Cd2In3Br8,0.008193112,false
876,RbCd2In3Br10,0.007843984,false
877,RbCd(GaBr3)2,0.049141606,false
878,Rb2CdGaBr8,0.032881264,false
879,RbCd2GaBr8,0.072397630,false
880,Rb3Cd2GaBr9,0.042576354,false
881,RbCd2GaBr6,0.034574731,false
882,Rb2CdGaBr5,0.028399666,false
883,RbCd(Ga2Br7)2,-0.020421788,true
884,RbCdGaBr5,0.082110428,false
885,Rb2Cd3GaBr10,0.003875681,false
886,Rb3CdGaBr8,0.008712844,false
887,Rb4Cd(GaBr4)3,0.011968655,false
888,Rb3Cd2Ga2Br13,0.029329969,false
889,Rb4Cd(GaBr4)2,0.059512826,false
890,Rb3Cd(GaBr5)2,0.027365266,false
891,Rb2Cd(GaBr5)2,0.095546409,false
892,Rb2CdGaBr4,0.109113789,false
893,RbCd(GaBr2)2,0.136073103,false
894,RbCdGaBr4,0.048877969,false
895,Rb2Cd2GaBr7,0.025669679,false
896,RbCdGa3Br7,0.052649784,false
897,Rb3Cd2(GaBr5)2,0.030578306,false
898,Rb2CdGa2Br7,0.061195021,false
899,Rb2Cd2GaBr9,0.051665577,false
900,RbCd2Ga2Br11,0.022088784,false
901,Rb2Cd5GaBr12,0.008993741,false
902,RbCdGaBr3,0.135261142,false
903,Rb2Cd2GaBr8,0.037754547,false
904,RbCd3(GaBr5)2,0.046211454,false
905,Rb2CdGa4Br11,0.027786103,false
906,Rb3Cd(Ga2Br5)2,0.074947708,false
907,RbCdGa2Br7,0.017419818,false
908,Rb2Cd2Ga3Br13,0.012393573,false
909,RbCd2Ga3Br14,-0.008070727,true
910,RbCd3GaBr8,0.024954599,false
911,RbCd2Ga5Br12,0.071694042,false
912,RbCd2Ga2Br7,0.046662707,false
913,Rb3CdGa4Br11,0.042143730,false
914,Rb2Cd(GaBr3)2,0.057543711,false
915,Rb2Cd3Ga2Br9,0.053908161,false
916,RbCdGaBr7,-0.026224231,true
917,RbCd2Ga2Br9,0.004168409,false
918,Rb4Cd2Ga2Br9,0.031112316,false
919,Rb2Cd2GaBr6,0.056073599,false
920,Rb3CdGa3Br8,0.079322921,false
921,Rb4CdGaBr8,-0.009089027,true
922,RbCd4(GaBr4)3,0.039273934,false
923,Rb2Cd(GaBr2)4,0.105924306,false
924,Rb3Cd2Ga3Br8,0.090886531,false
925,Rb3CdGa3Br13,-0.001379190,true
926,Rb2Cd2Ga2Br9,0.048915612,false
927,Rb3CdGaBr7,0.046066063,false
928,Rb4Cd(GaBr6)2,0.035505688,false
929,Rb2CdGa3Br10,0.013182499,false
930,Rb3Cd2Ga4Br11,0.041877293,false
931,Rb3CdGa2Br9,0.085452837,false
932,RbCd2(GaBr3)2,0.070613224,false
933,Rb2Cd3(GaBr4)3,0.031550022,false
934,RbCd3GaBr7,0.038727878,false
935,Rb4CdGaBr10,-0.025675419,true
936,RbCd2(GaBr2)3,0.137013313,false
937,RbCd2Ga3Br10,0.056268216,false
938,Rb5Cd(GaBr5)2,0.023846595,false
939,RbCd3GaBr11,0.015988288,false
940,RbCd2GaBr7,0.001058506,false
941,RbCd2Ga3Br8,0.047130015,false
942,Rb2CdSnBr7,0.036480757,false
943,RbCdSnBr5,0.032067133,false
944,Rb2CdSn2Br9,0.026228394,false
945,RbCd2SnBr8,0.045293780,false
946,RbCd(SnBr4)2,0.023521863,false
947,RbCdSnBr6,0.037433139,false
948,Rb2CdSn2Br7,0.039641873,false
949,Rb4Cd3SnBr12,0.025592638,false
950,Rb2CdSnBr4,0.107701875,false
951,RbCdSnBr4,0.042902343,false
952,Rb2Cd2Sn3Br13,0.032543541,false
953,RbCd2SnBr7,0.033386802,false
954,RbCdSn2Br7,0.041955349,false
955,RbCd(SnBr3)2,0.030100871,false
956,RbCd(SnBr5)2,0.068297082,false
957,Rb3CdSn2Br9,0.038821664,false
958,Rb3Cd2SnBr8,0.028461535,false
959,Rb2Cd2SnBr6,0.064213708,false
960,Rb3Cd2(SnBr6)2,0.022482855,false
961,Rb2Cd3SnBr10,0.018450472,false
962,RbCdSn3Br7,0.030607415,false
963,Rb3Cd(SnBr4)3,0.025816849,false
964,Rb2CdSn4Br13,0.028309364,false
965,Rb3Cd2SnBr9,0.023164514,false
966,Rb2Cd(SnBr4)3,0.041130369,false
967,Rb4CdSn3Br10,0.014170730,false
968,RbCd3Sn2Br13,0.042516444,false
969,Rb2CdSnBr5,0.007759725,false
970,Rb2Cd2SnBr9,0.027677027,false
971,Rb4CdSn2Br11,0.089853463,false
972,Rb2Cd3Sn2Br13,0.027452157,false
973,Rb4Cd(SnBr4)3,0.017614501,false
974,Rb3Cd3(SnBr6)2,0.021150167,false
975,Rb2Cd(SnBr3)2,0.048057982,false
976,Rb5Cd(SnBr6)2,0.055395393,false
977,RbCd2Sn4Br13,0.034188535,false
978,RbCd2SnBr6,-0.002274509,true
979,Rb3Cd(SnBr3)4,0.026182045,false
980,Rb2CdSn3Br10,0.035929351,false
981,RbCd2Sn2Br7,0.056318455,false
982,RbCdSnBr7,0.041819947,false
983,Rb3CdSn3Br11,0.028599945,false
984,RbCd2SnBr10,0.008197845,false
985,Rb3Cd(SnBr3)3,0.038716304,false
986,Rb4CdSn3Br11,0.012616081,false
987,Rb3Cd2Sn2Br11,0.027236499,false
988,Rb3Cd4SnBr12,-0.000974156,true
989,RbCd2(SnBr4)2,0.002708343,false
990,Rb3Cd2(SnBr4)3,0.022727099,false
991,Rb6CdSnBr8,0.056038917,false
992,Rb2Cd2Sn2Br11,0.046379200,false
993,Rb4Cd2SnBr11,0.024906405,false
994,Rb2CdSn2Br5,0.100132205,false
995,RbCd2Sn3Br13,0.045713619,false
996,Rb3Cd2Sn2Br13,0.037662607,false
997,RbCd3(SnBr6)2,0.027848508,false
998,Rb2CdSnBr8,0.045233052,false
999,Rb3CdSnBr8,0.026285570,false
1000,Rb5Cd2SnBr10,0.022953257,false
